timestamp,eye_rub_first_hand_report,eye_rub_first_hand_count,eye_rub_first_hand_durations,|,eye_rub_second_hand_report,eye_rub_second_hand_count,eye_rub_second_hand_durations,|,flicker_report,flicker_count,|,micro_sleep_report,micro_sleep_count,micro_sleep_durations,|,pitch_report,pitch_count,pitch_durations,|,yawn_report,yawn_count,yawn_durations
2025-11-21 01:02:08,False,0,[],|,False,0,[],|,False,Counting flickers... 53.0 seconds remaining.,|,False,0,[],|,True,8,"['1 pitch: 32.0 seconds', '2 pitch: 7.0 seconds', '3 pitch: 14.0 seconds', '4 pitch: 19.0 seconds', '5 pitch: 52.0 seconds', '6 pitch: 29.0 seconds', '7 pitch: 8.0 seconds', '8 pitch: 7.0 seconds']",|,False,Counting yawns... 175.0 seconds remaining.,[]
2025-11-21 01:02:21,False,0,[],|,False,0,[],|,False,0,|,True,18,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds', '4 micro sleep: 9.0 seconds', '5 micro sleep: 2.0 seconds', '6 micro sleep: 18.0 seconds', '7 micro sleep: 3.0 seconds', '8 micro sleep: 2.0 seconds', '9 micro sleep: 2.0 seconds', '10 micro sleep: 3.0 seconds', '11 micro sleep: 2.0 seconds', '12 micro sleep: 5.0 seconds', '13 micro sleep: 2.0 seconds', '14 micro sleep: 7.0 seconds', '15 micro sleep: 2.0 seconds', '16 micro sleep: 2.0 seconds', '17 micro sleep: 4.0 seconds', '18 micro sleep: 6.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 162.0 seconds remaining.,[]
2025-11-21 01:03:10,False,0,[],|,False,0,[],|,True,3,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 113.0 seconds remaining.,[]
2025-11-21 01:03:12,False,0,[],|,False,0,[],|,False,Counting flickers... 59.0 seconds remaining.,|,False,0,[],|,True,9,"['1 pitch: 32.0 seconds', '2 pitch: 7.0 seconds', '3 pitch: 14.0 seconds', '4 pitch: 19.0 seconds', '5 pitch: 52.0 seconds', '6 pitch: 29.0 seconds', '7 pitch: 8.0 seconds', '8 pitch: 7.0 seconds', '9 pitch: 58.0 seconds']",|,False,Counting yawns... 112.0 seconds remaining.,[]
2025-11-21 14:37:02,False,0,[],|,False,0,[],|,False,Counting flickers... 21.0 seconds remaining.,|,False,0,[],|,True,1,['1 pitch: 3.0 seconds'],|,False,Counting yawns... 141.0 seconds remaining.,[]
2025-11-21 14:37:19,False,0,[],|,False,0,[],|,False,0,|,True,1,['1 micro sleep: 2.0 seconds'],|,False,Counting pitches...,[],|,False,Counting yawns... 125.0 seconds remaining.,[]
2025-11-21 14:37:22,False,0,[],|,False,0,[],|,False,0,|,True,2,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 122.0 seconds remaining.,[]
2025-11-21 14:37:23,False,0,[],|,False,0,[],|,True,4,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 120.0 seconds remaining.,[]
2025-11-21 14:37:24,False,0,[],|,False,0,[],|,False,Counting flickers... 59.0 seconds remaining.,|,False,0,[],|,True,2,"['1 pitch: 3.0 seconds', '2 pitch: 3.0 seconds']",|,False,Counting yawns... 120.0 seconds remaining.,[]
2025-11-21 14:37:41,False,0,[],|,False,0,[],|,False,0,|,True,3,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 103.0 seconds remaining.,[]
2025-11-21 14:37:44,False,0,[],|,False,0,[],|,False,Counting flickers... 39.0 seconds remaining.,|,False,0,[],|,True,3,"['1 pitch: 3.0 seconds', '2 pitch: 3.0 seconds', '3 pitch: 3.0 seconds']",|,False,Counting yawns... 100.0 seconds remaining.,[]
2025-11-21 14:38:06,False,0,[],|,False,0,[],|,False,0,|,True,4,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 3.0 seconds', '4 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 78.0 seconds remaining.,[]
2025-11-21 14:38:23,False,0,[],|,False,0,[],|,False,0,|,True,5,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 3.0 seconds', '4 micro sleep: 2.0 seconds', '5 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 61.0 seconds remaining.,[]
2025-11-21 14:38:23,False,0,[],|,False,0,[],|,True,13,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 61.0 seconds remaining.,[]
2025-11-21 14:39:22,False,0,[],|,False,0,[],|,True,13,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 1.0 seconds remaining.,[]
2025-11-21 14:39:24,False,0,[],|,False,0,[],|,False,Counting flickers... 59.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2025-11-21 14:40:22,False,0,[],|,False,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 122.0 seconds remaining.,[]
2025-11-21 14:40:22,False,0,[],|,False,0,[],|,False,Counting flickers... 60.0 seconds remaining.,|,False,0,[],|,True,4,"['1 pitch: 3.0 seconds', '2 pitch: 3.0 seconds', '3 pitch: 3.0 seconds', '4 pitch: 5.0 seconds']",|,False,Counting yawns... 121.0 seconds remaining.,[]
2025-11-21 14:41:04,False,0,[],|,False,0,[],|,False,Counting flickers... 18.0 seconds remaining.,|,False,0,[],|,True,5,"['1 pitch: 3.0 seconds', '2 pitch: 3.0 seconds', '3 pitch: 3.0 seconds', '4 pitch: 5.0 seconds', '5 pitch: 9.0 seconds']",|,False,Counting yawns... 80.0 seconds remaining.,[]
2025-11-21 14:41:22,False,0,[],|,False,0,[],|,True,2,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 62.0 seconds remaining.,[]
2025-11-21 14:41:23,True,0,[],|,True,0,[],|,False,Counting flickers... 58.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 60.0 seconds remaining.,[]
2025-11-21 14:42:06,False,0,[],|,False,0,[],|,False,Counting flickers... 16.0 seconds remaining.,|,False,0,[],|,True,6,"['1 pitch: 3.0 seconds', '2 pitch: 3.0 seconds', '3 pitch: 3.0 seconds', '4 pitch: 5.0 seconds', '5 pitch: 9.0 seconds', '6 pitch: 3.0 seconds']",|,False,Counting yawns... 18.0 seconds remaining.,[]
2025-11-21 14:42:11,False,0,[],|,False,0,[],|,False,0,|,True,6,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 3.0 seconds', '4 micro sleep: 2.0 seconds', '5 micro sleep: 2.0 seconds', '6 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 13.0 seconds remaining.,[]
2025-11-21 14:42:16,False,0,[],|,False,0,[],|,False,0,|,True,7,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 3.0 seconds', '4 micro sleep: 2.0 seconds', '5 micro sleep: 2.0 seconds', '6 micro sleep: 3.0 seconds', '7 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 8.0 seconds remaining.,[]
2025-11-21 14:42:21,False,0,[],|,False,0,[],|,True,4,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 2.0 seconds remaining.,[]
2025-11-21 14:42:23,False,0,[],|,False,0,[],|,False,Counting flickers... 58.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2025-11-21 14:42:52,False,0,[],|,False,0,[],|,False,Counting flickers... 29.0 seconds remaining.,|,False,0,[],|,True,7,"['1 pitch: 3.0 seconds', '2 pitch: 3.0 seconds', '3 pitch: 3.0 seconds', '4 pitch: 5.0 seconds', '5 pitch: 9.0 seconds', '6 pitch: 3.0 seconds', '7 pitch: 4.0 seconds']",|,False,Counting yawns... 151.0 seconds remaining.,[]
2025-11-21 14:43:03,False,0,[],|,False,0,[],|,False,0,|,True,8,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 3.0 seconds', '4 micro sleep: 2.0 seconds', '5 micro sleep: 2.0 seconds', '6 micro sleep: 3.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 140.0 seconds remaining.,[]
2025-11-21 14:43:05,False,0,[],|,False,0,[],|,False,Counting flickers... 17.0 seconds remaining.,|,False,0,[],|,True,8,"['1 pitch: 3.0 seconds', '2 pitch: 3.0 seconds', '3 pitch: 3.0 seconds', '4 pitch: 5.0 seconds', '5 pitch: 9.0 seconds', '6 pitch: 3.0 seconds', '7 pitch: 4.0 seconds', '8 pitch: 4.0 seconds']",|,False,Counting yawns... 139.0 seconds remaining.,[]
2025-11-21 14:43:21,False,0,[],|,False,0,[],|,True,10,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 122.0 seconds remaining.,[]
2025-11-21 14:43:23,False,0,[],|,False,0,[],|,False,Counting flickers... 57.0 seconds remaining.,|,False,0,[],|,True,9,"['1 pitch: 3.0 seconds', '2 pitch: 3.0 seconds', '3 pitch: 3.0 seconds', '4 pitch: 5.0 seconds', '5 pitch: 9.0 seconds', '6 pitch: 3.0 seconds', '7 pitch: 4.0 seconds', '8 pitch: 4.0 seconds', '9 pitch: 16.0 seconds']",|,False,Counting yawns... 120.0 seconds remaining.,[]
2025-11-21 14:43:28,False,0,[],|,False,0,[],|,False,0,|,True,9,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 3.0 seconds', '4 micro sleep: 2.0 seconds', '5 micro sleep: 2.0 seconds', '6 micro sleep: 3.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 2.0 seconds', '9 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 115.0 seconds remaining.,[]
2025-11-21 14:43:35,False,0,[],|,False,0,[],|,False,Counting flickers... 46.0 seconds remaining.,|,False,0,[],|,True,10,"['1 pitch: 3.0 seconds', '2 pitch: 3.0 seconds', '3 pitch: 3.0 seconds', '4 pitch: 5.0 seconds', '5 pitch: 9.0 seconds', '6 pitch: 3.0 seconds', '7 pitch: 4.0 seconds', '8 pitch: 4.0 seconds', '9 pitch: 16.0 seconds', '10 pitch: 10.0 seconds']",|,False,Counting yawns... 108.0 seconds remaining.,[]
2025-11-21 14:44:20,False,0,[],|,False,0,[],|,True,7,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 63.0 seconds remaining.,[]
2025-11-21 14:46:23,False,0,[],|,False,0,[],|,True,1,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 120.0 seconds remaining.,[]
2025-11-21 14:47:33,False,0,[],|,False,0,[],|,False,0,|,True,1,['1 micro sleep: 2.0 seconds'],|,False,Counting pitches...,[],|,False,Counting yawns... 155.0 seconds remaining.,[]
2025-11-21 14:48:07,False,0,[],|,False,0,[],|,True,2,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 120.0 seconds remaining.,[]
2025-11-21 14:48:26,False,0,[],|,False,0,[],|,False,Counting flickers... 41.0 seconds remaining.,|,False,0,[],|,True,1,['1 pitch: 4.0 seconds'],|,False,Counting yawns... 101.0 seconds remaining.,[]
2025-11-21 14:48:59,False,0,[],|,False,0,[],|,False,0,|,True,2,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 68.0 seconds remaining.,[]
2025-11-21 14:49:07,False,0,[],|,False,0,[],|,True,9,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 61.0 seconds remaining.,[]
2025-11-21 14:49:09,False,0,[],|,False,0,[],|,False,Counting flickers... 57.0 seconds remaining.,|,False,0,[],|,True,2,"['1 pitch: 4.0 seconds', '2 pitch: 10.0 seconds']",|,False,Counting yawns... 58.0 seconds remaining.,[]
2025-11-21 14:49:30,False,0,[],|,False,0,[],|,False,Counting flickers... 37.0 seconds remaining.,|,False,0,[],|,True,3,"['1 pitch: 4.0 seconds', '2 pitch: 10.0 seconds', '3 pitch: 18.0 seconds']",|,False,Counting yawns... 38.0 seconds remaining.,[]
2025-11-21 14:49:51,False,0,[],|,False,0,[],|,False,Counting flickers... 16.0 seconds remaining.,|,False,0,[],|,True,4,"['1 pitch: 4.0 seconds', '2 pitch: 10.0 seconds', '3 pitch: 18.0 seconds', '4 pitch: 4.0 seconds']",|,False,Counting yawns... 17.0 seconds remaining.,[]
2025-11-21 14:49:52,False,0,[],|,False,0,[],|,False,0,|,True,3,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 15.0 seconds remaining.,[]
2025-11-21 14:50:06,False,0,[],|,False,0,[],|,True,65,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 1.0 seconds remaining.,[]
2025-11-21 14:50:07,False,0,[],|,False,0,[],|,False,Counting flickers... 59.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2025-11-21 14:51:36,False,0,[],|,False,0,[],|,True,3,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 120.0 seconds remaining.,[]
2025-11-21 14:52:35,False,0,[],|,False,0,[],|,True,4,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 61.0 seconds remaining.,[]
2025-11-21 14:53:35,False,0,[],|,False,0,[],|,True,14,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 1.0 seconds remaining.,[]
2025-11-21 14:53:36,False,0,[],|,False,0,[],|,False,Counting flickers... 59.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2025-11-21 14:54:22,False,0,[],|,False,0,[],|,False,Counting flickers... 13.0 seconds remaining.,|,False,0,[],|,True,1,['1 pitch: 18.0 seconds'],|,False,Counting yawns... 134.0 seconds remaining.,[]
2025-11-21 14:56:46,False,0,[],|,False,0,[],|,False,Counting flickers... 35.0 seconds remaining.,|,False,0,[],|,True,1,['1 pitch: 14.0 seconds'],|,False,Counting yawns... 155.0 seconds remaining.,[]
2025-11-21 14:56:54,False,0,[],|,False,0,[],|,False,Counting flickers... 28.0 seconds remaining.,|,False,0,[],|,True,2,"['1 pitch: 14.0 seconds', '2 pitch: 6.0 seconds']",|,False,Counting yawns... 148.0 seconds remaining.,[]
2025-11-21 14:57:06,False,0,[],|,False,0,[],|,False,Counting flickers... 16.0 seconds remaining.,|,False,0,[],|,True,3,"['1 pitch: 14.0 seconds', '2 pitch: 6.0 seconds', '3 pitch: 7.0 seconds']",|,False,Counting yawns... 136.0 seconds remaining.,[]
2025-11-21 14:57:15,False,0,[],|,False,0,[],|,False,Counting flickers... 6.0 seconds remaining.,|,False,0,[],|,True,4,"['1 pitch: 14.0 seconds', '2 pitch: 6.0 seconds', '3 pitch: 7.0 seconds', '4 pitch: 9.0 seconds']",|,False,Counting yawns... 126.0 seconds remaining.,[]
2025-11-21 14:57:21,False,0,[],|,False,0,[],|,True,4,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 120.0 seconds remaining.,[]
2025-11-21 14:57:28,False,0,[],|,False,0,[],|,False,Counting flickers... 53.0 seconds remaining.,|,False,0,[],|,True,5,"['1 pitch: 14.0 seconds', '2 pitch: 6.0 seconds', '3 pitch: 7.0 seconds', '4 pitch: 9.0 seconds', '5 pitch: 4.0 seconds']",|,False,Counting yawns... 113.0 seconds remaining.,[]
2025-11-21 14:57:38,False,0,[],|,False,0,[],|,False,Counting flickers... 43.0 seconds remaining.,|,False,0,[],|,True,6,"['1 pitch: 14.0 seconds', '2 pitch: 6.0 seconds', '3 pitch: 7.0 seconds', '4 pitch: 9.0 seconds', '5 pitch: 4.0 seconds', '6 pitch: 9.0 seconds']",|,False,Counting yawns... 103.0 seconds remaining.,[]
2025-11-21 14:58:21,False,0,[],|,False,0,[],|,True,2,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 61.0 seconds remaining.,[]
2025-11-21 14:59:19,False,0,[],|,False,0,[],|,False,0,|,True,1,['1 micro sleep: 2.0 seconds'],|,False,Counting pitches...,[],|,False,Counting yawns... 3.0 seconds remaining.,[]
2025-11-21 14:59:20,False,0,[],|,False,0,[],|,True,6,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 1.0 seconds remaining.,[]
2025-11-21 14:59:21,False,0,[],|,False,0,[],|,False,Counting flickers... 59.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2025-11-21 15:00:20,False,0,[],|,False,0,[],|,True,28,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 121.0 seconds remaining.,[]
2025-11-21 16:53:29,False,0,[],|,False,0,[],|,True,11,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 120.0 seconds remaining.,[]
2025-11-21 16:53:51,False,0,[],|,False,0,[],|,False,0,|,True,1,['1 micro sleep: 3.0 seconds'],|,False,Counting pitches...,[],|,False,Counting yawns... 99.0 seconds remaining.,[]
2025-11-21 16:54:08,False,0,[],|,False,0,[],|,False,0,|,True,2,"['1 micro sleep: 3.0 seconds', '2 micro sleep: 6.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 82.0 seconds remaining.,[]
2025-11-21 16:54:29,False,0,[],|,False,0,[],|,True,8,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 61.0 seconds remaining.,[]
2025-11-21 16:55:08,False,0,[],|,False,0,[],|,False,0,|,True,3,"['1 micro sleep: 3.0 seconds', '2 micro sleep: 6.0 seconds', '3 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 22.0 seconds remaining.,[]
2025-11-21 16:55:21,False,0,[],|,False,0,[],|,False,Counting flickers... 8.0 seconds remaining.,|,False,0,[],|,True,1,['1 pitch: 6.0 seconds'],|,False,Counting yawns... 9.0 seconds remaining.,[]
2025-11-21 16:55:28,False,0,[],|,False,0,[],|,True,14,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 1.0 seconds remaining.,[]
2025-11-21 16:55:31,False,0,[],|,False,0,[],|,False,Counting flickers... 58.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2025-11-21 16:55:38,False,0,[],|,False,0,[],|,False,Counting flickers... 50.0 seconds remaining.,|,False,0,[],|,True,2,"['1 pitch: 6.0 seconds', '2 pitch: 9.0 seconds']",|,False,Counting yawns... 172.0 seconds remaining.,[]
2025-11-21 16:57:01,False,0,[],|,False,0,[],|,True,9,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 120.0 seconds remaining.,[]
2025-11-21 17:01:25,False,0,[],|,False,0,[],|,True,5,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 120.0 seconds remaining.,[]
2025-11-21 17:02:25,False,0,[],|,False,0,[],|,True,5,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 61.0 seconds remaining.,[]
2025-11-21 17:02:45,False,0,[],|,False,0,[],|,False,Counting flickers... 39.0 seconds remaining.,|,False,0,[],|,True,1,['1 pitch: 5.0 seconds'],|,False,Counting yawns... 40.0 seconds remaining.,[]
2025-11-21 17:02:51,False,0,[],|,False,0,[],|,False,Counting flickers... 33.0 seconds remaining.,|,False,0,[],|,True,2,"['1 pitch: 5.0 seconds', '2 pitch: 5.0 seconds']",|,False,Counting yawns... 34.0 seconds remaining.,[]
2025-11-21 17:03:23,False,0,[],|,False,0,[],|,False,0,|,True,1,['1 micro sleep: 2.0 seconds'],|,False,Counting pitches...,[],|,False,Counting yawns... 3.0 seconds remaining.,[]
2025-11-21 17:03:24,False,0,[],|,False,0,[],|,True,10,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 1.0 seconds remaining.,[]
2025-11-21 17:03:25,False,0,[],|,False,0,[],|,False,Counting flickers... 59.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2025-11-21 17:17:18,False,0,[],|,False,0,[],|,False,0,|,True,1,['1 micro sleep: 4.0 seconds'],|,False,Counting pitches...,[],|,False,Counting yawns... 163.0 seconds remaining.,[]
2025-11-21 17:18:01,False,0,[],|,False,0,[],|,True,7,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 120.0 seconds remaining.,[]
2025-11-21 17:19:00,False,0,[],|,False,0,[],|,True,19,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 61.0 seconds remaining.,[]
2025-11-22 14:14:25,False,0,[],|,False,0,[],|,True,1,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 56.0 seconds remaining.,[]
2025-11-22 14:25:31,False,0,[],|,False,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 114.0 seconds remaining.,[]
2025-11-22 14:30:21,False,0,[],|,False,0,[],|,True,5,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 120.0 seconds remaining.,[]
2025-11-22 14:30:29,False,0,[],|,False,0,[],|,False,Counting flickers... 52.0 seconds remaining.,|,False,0,[],|,True,1,['1 pitch: 14.0 seconds'],|,False,Counting yawns... 112.0 seconds remaining.,[]
2025-11-22 14:30:56,False,0,[],|,False,0,[],|,False,Counting flickers... 24.0 seconds remaining.,|,False,0,[],|,True,2,"['1 pitch: 14.0 seconds', '2 pitch: 20.0 seconds']",|,False,Counting yawns... 85.0 seconds remaining.,[]
2025-11-22 14:31:20,False,0,[],|,False,0,[],|,True,4,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 61.0 seconds remaining.,[]
2025-11-22 14:31:26,False,0,[],|,False,0,[],|,False,Counting flickers... 54.0 seconds remaining.,|,False,0,[],|,True,3,"['1 pitch: 14.0 seconds', '2 pitch: 20.0 seconds', '3 pitch: 10.0 seconds']",|,False,Counting yawns... 55.0 seconds remaining.,[]
2025-11-22 14:31:40,False,0,[],|,False,0,[],|,False,Counting flickers... 40.0 seconds remaining.,|,False,0,[],|,True,4,"['1 pitch: 14.0 seconds', '2 pitch: 20.0 seconds', '3 pitch: 10.0 seconds', '4 pitch: 11.0 seconds']",|,False,Counting yawns... 41.0 seconds remaining.,[]
2025-11-22 14:31:47,False,0,[],|,False,0,[],|,False,Counting flickers... 33.0 seconds remaining.,|,False,0,[],|,True,5,"['1 pitch: 14.0 seconds', '2 pitch: 20.0 seconds', '3 pitch: 10.0 seconds', '4 pitch: 11.0 seconds', '5 pitch: 6.0 seconds']",|,False,Counting yawns... 34.0 seconds remaining.,[]
2025-11-22 14:33:03,False,0,[],|,False,0,[],|,False,0,|,True,1,['1 micro sleep: 31.0 seconds'],|,False,Counting pitches...,[],|,False,Counting yawns... 132.0 seconds remaining.,[]
2025-11-22 14:33:14,False,0,[],|,False,0,[],|,True,4,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 120.0 seconds remaining.,[]
2025-11-22 14:33:17,False,0,[],|,False,0,[],|,False,Counting flickers... 57.0 seconds remaining.,|,False,0,[],|,True,1,['1 pitch: 43.0 seconds'],|,False,Counting yawns... 118.0 seconds remaining.,[]
2025-11-22 14:33:29,False,0,[],|,False,0,[],|,False,0,|,True,2,"['1 micro sleep: 31.0 seconds', '2 micro sleep: 4.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 105.0 seconds remaining.,[]
2025-11-22 14:33:52,False,0,[],|,False,0,[],|,False,0,|,True,3,"['1 micro sleep: 31.0 seconds', '2 micro sleep: 4.0 seconds', '3 micro sleep: 4.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 83.0 seconds remaining.,[]
2025-11-22 14:33:55,False,0,[],|,False,0,[],|,False,Counting flickers... 19.0 seconds remaining.,|,False,0,[],|,True,2,"['1 pitch: 43.0 seconds', '2 pitch: 11.0 seconds']",|,False,Counting yawns... 79.0 seconds remaining.,[]
2025-11-22 14:34:14,False,0,[],|,False,0,[],|,True,8,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 61.0 seconds remaining.,[]
2025-11-22 14:35:13,False,0,[],|,False,0,[],|,True,7,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 1.0 seconds remaining.,[]
2025-11-22 14:35:14,False,0,[],|,False,0,[],|,False,Counting flickers... 59.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2025-11-22 14:35:22,False,0,[],|,False,0,[],|,False,Counting flickers... 51.0 seconds remaining.,|,False,0,[],|,True,3,"['1 pitch: 43.0 seconds', '2 pitch: 11.0 seconds', '3 pitch: 4.0 seconds']",|,False,Counting yawns... 172.0 seconds remaining.,[]
2025-11-22 14:35:37,False,0,[],|,False,0,[],|,False,Counting flickers... 36.0 seconds remaining.,|,False,0,[],|,True,4,"['1 pitch: 43.0 seconds', '2 pitch: 11.0 seconds', '3 pitch: 4.0 seconds', '4 pitch: 3.0 seconds']",|,False,Counting yawns... 157.0 seconds remaining.,[]
2025-11-22 14:35:47,False,0,[],|,False,0,[],|,False,Counting flickers... 26.0 seconds remaining.,|,False,0,[],|,True,5,"['1 pitch: 43.0 seconds', '2 pitch: 11.0 seconds', '3 pitch: 4.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 5.0 seconds']",|,False,Counting yawns... 147.0 seconds remaining.,[]
2025-11-22 14:35:55,False,0,[],|,False,0,[],|,False,Counting flickers... 18.0 seconds remaining.,|,False,0,[],|,True,6,"['1 pitch: 43.0 seconds', '2 pitch: 11.0 seconds', '3 pitch: 4.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 5.0 seconds', '6 pitch: 4.0 seconds']",|,False,Counting yawns... 139.0 seconds remaining.,[]
2025-11-22 14:36:13,False,0,[],|,False,0,[],|,True,9,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 121.0 seconds remaining.,[]
2025-11-22 14:36:45,False,0,[],|,False,0,[],|,False,Counting flickers... 28.0 seconds remaining.,|,False,0,[],|,True,7,"['1 pitch: 43.0 seconds', '2 pitch: 11.0 seconds', '3 pitch: 4.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 5.0 seconds', '6 pitch: 4.0 seconds', '7 pitch: 35.0 seconds']",|,False,Counting yawns... 89.0 seconds remaining.,[]
2025-11-22 14:37:12,False,0,[],|,False,0,[],|,True,2,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 62.0 seconds remaining.,[]
2025-11-22 14:37:14,True,0,[],|,True,0,[],|,False,Counting flickers... 58.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 60.0 seconds remaining.,[]
2025-11-26 00:33:48,False,0,[],|,False,0,[],|,True,1,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 120.0 seconds remaining.,[]
2025-11-26 00:34:56,False,0,[],|,False,0,[],|,False,0,|,True,1,['1 micro sleep: 3.0 seconds'],|,False,Counting pitches...,[],|,False,Counting yawns... 128.0 seconds remaining.,[]
2025-11-26 00:34:57,False,0,[],|,False,0,[],|,False,Counting flickers... 8.0 seconds remaining.,|,False,0,[],|,True,1,['1 pitch: 6.0 seconds'],|,False,Counting yawns... 128.0 seconds remaining.,[]
2025-11-26 00:35:04,False,0,[],|,False,0,[],|,True,2,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 120.0 seconds remaining.,[]
